"","accepted_symbol","scientific_name","fire_resistance","growth_rate","height","drought_tolerance","fire_tolerance","moisture_use","planting_density","root_depth","bloom_period","growth_habit","growth_period"
"220","ARTRT","Artemisia tridentata ssp. tridentata","No","Slow",9,"High","Low","Low",2700,16,"Late Summer","Tree","Spring"
"221","ARTRT","Artemisia tridentata ssp. tridentata","No","Slow",9,"High","Low","Low",2700,16,"Late Summer","Shrub","Spring"
"222","ARTRV","Artemisia tridentata ssp. vaseyana","No","Slow",7,"Medium","None","Low",1200,16,"Fall","Tree","Spring"
"223","ARTRV","Artemisia tridentata ssp. vaseyana","No","Slow",7,"Medium","None","Low",1200,16,"Fall","Tree","Summer"
"224","ARTRV","Artemisia tridentata ssp. vaseyana","No","Slow",7,"Medium","None","Low",1200,16,"Fall","Tree","Fall"
"225","ARTRV","Artemisia tridentata ssp. vaseyana","No","Slow",7,"Medium","None","Low",1200,16,"Fall","Shrub","Spring"
"226","ARTRV","Artemisia tridentata ssp. vaseyana","No","Slow",7,"Medium","None","Low",1200,16,"Fall","Shrub","Summer"
"227","ARTRV","Artemisia tridentata ssp. vaseyana","No","Slow",7,"Medium","None","Low",1200,16,"Fall","Shrub","Fall"
"228","ARTRW8","Artemisia tridentata ssp. wyomingensis","No","Slow",3,"High","Low","Medium",1200,20,"Late Summer","Shrub","Spring"
"229","ARTRW8","Artemisia tridentata ssp. wyomingensis","No","Slow",3,"High","Low","Medium",1200,20,"Late Summer","Tree","Spring"
"230","ARTR4","Artemisia tripartita","No","Slow",4,"High","Low","Low",2700,12,"Late Summer","Shrub","Spring"
"231","ARAL7","Artocarpus altilis","No","Rapid",60,"Low","None","High",300,60,"Indeterminate","Tree","Year Round"
"232","ARDO4","Arundo donax","No","Rapid",9,"Low","High","High",7200,24,"Late Spring","Subshrub","Spring"
"233","ARDO4","Arundo donax","No","Rapid",9,"Low","High","High",7200,24,"Late Spring","Subshrub","Summer"
"234","ARDO4","Arundo donax","No","Rapid",9,"Low","High","High",7200,24,"Late Spring","Subshrub","Fall"
"235","ARDO4","Arundo donax","No","Rapid",9,"Low","High","High",7200,24,"Late Spring","Shrub","Spring"
"236","ARDO4","Arundo donax","No","Rapid",9,"Low","High","High",7200,24,"Late Spring","Shrub","Summer"
"237","ARDO4","Arundo donax","No","Rapid",9,"Low","High","High",7200,24,"Late Spring","Shrub","Fall"
"238","ARDO4","Arundo donax","No","Rapid",9,"Low","High","High",7200,24,"Late Spring","Graminoid","Spring"
"239","ARDO4","Arundo donax","No","Rapid",9,"Low","High","High",7200,24,"Late Spring","Graminoid","Summer"
"240","ARDO4","Arundo donax","No","Rapid",9,"Low","High","High",7200,24,"Late Spring","Graminoid","Fall"
"241","ASIN","Asclepias incarnata","Yes","Moderate",5,"None","Low","High",7200,18,"Fall","Forb/herb","Spring"
"242","ASSP","Asclepias speciosa","No","Moderate",6,"Low","High","Medium",2700,18,"Early Summer","Forb/herb","Spring"
"243","ASTU","Asclepias tuberosa","No","Slow",2,"High","High","Low",7200,16,"Mid Summer","Forb/herb","Spring"
"244","ASTR","Asimina triloba","No","Slow",25,"Low","Medium","Medium",4800,20,"Mid Spring","Tree","Spring"
"245","ASTR","Asimina triloba","No","Slow",25,"Low","Medium","Medium",4800,20,"Mid Spring","Shrub","Spring"
"246","ASAL3","Aster alpinus","No","Slow",0,"Medium","Medium","Medium",4800,15,"Early Summer","Forb/herb","Spring"
"247","ATAP","Atriplex ×aptera","No","Slow",3,"High","High","Medium",2700,20,"Late Summer","Subshrub","Spring"
"248","ATAP","Atriplex ×aptera","No","Slow",3,"High","High","Medium",2700,20,"Late Summer","Shrub","Spring"
"249","ATCA2","Atriplex canescens","No","Rapid",8,"High","Low","Medium",2800,20,"Late Spring","Shrub","Spring"
"250","ATCO","Atriplex confertifolia","Yes","Slow",3,"High","Low","Medium",2800,10,"Early Summer","Subshrub","Spring"
"251","ATCO","Atriplex confertifolia","Yes","Slow",3,"High","Low","Medium",2800,10,"Early Summer","Shrub","Spring"
"252","ATFA","Atriplex falcata","No","Slow",2,"High","High","Low",2700,20,"Fall","Subshrub","Spring"
"253","ATFA","Atriplex falcata","No","Slow",2,"High","High","Low",2700,20,"Fall","Shrub","Spring"
"254","ATGA","Atriplex gardneri","No","Slow",4,"High","High","Low",1200,20,"Late Summer","Shrub","Spring"
"255","ATGA","Atriplex gardneri","No","Slow",4,"High","High","Low",1200,20,"Late Summer","Subshrub","Spring"
"256","ATLE","Atriplex lentiformis","No","Moderate",10,"High","High","Medium",1200,20,"Early Summer","Subshrub","Spring"
"257","ATLE","Atriplex lentiformis","No","Moderate",10,"High","High","Medium",1200,20,"Early Summer","Shrub","Spring"
"258","ATNU","Atriplex nummularia","No","Slow",9,"High","High","Low",1700,20,"Winter","Shrub","Spring"
"259","ATPO","Atriplex polycarpa","No","Slow",6,"High","Low","Medium",2800,10,"Mid Summer","Shrub","Summer"
"260","ATSE","Atriplex semibaccata","Yes","Slow",0,"Medium","None","Low",2700,14,"Indeterminate","Subshrub","Spring"
"261","ATSE","Atriplex semibaccata","Yes","Slow",0,"Medium","None","Low",2700,14,"Indeterminate","Shrub","Spring"
"262","ATSE","Atriplex semibaccata","Yes","Slow",0,"Medium","None","Low",2700,14,"Indeterminate","Forb/herb","Spring"
"263","AVGE","Avicennia germinans","No","Rapid",30,"Low","Low","High",640,24,"Indeterminate","Tree","Year Round"
"264","AVGE","Avicennia germinans","No","Rapid",30,"Low","Low","High",640,24,"Indeterminate","Shrub","Year Round"
"265","AXCO","Axonopus compressus","Yes","Moderate",1,"Low","Medium","High",18000,12,"Spring","Graminoid","Spring"
"266","BAAN","Baccharis angustifolia","No","Moderate",13,"None","Low","High",3400,12,"Fall","Shrub","Spring"
"267","BAHA","Baccharis halimifolia","No","Moderate",10,"Low","Medium","High",2700,20,"Late Summer","Tree","Spring"
"268","BAHA","Baccharis halimifolia","No","Moderate",10,"Low","Medium","High",2700,20,"Late Summer","Tree","Summer"
"269","BAHA","Baccharis halimifolia","No","Moderate",10,"Low","Medium","High",2700,20,"Late Summer","Tree","Fall"
"270","BAHA","Baccharis halimifolia","No","Moderate",10,"Low","Medium","High",2700,20,"Late Summer","Shrub","Spring"
"271","BAHA","Baccharis halimifolia","No","Moderate",10,"Low","Medium","High",2700,20,"Late Summer","Shrub","Summer"
"272","BAHA","Baccharis halimifolia","No","Moderate",10,"Low","Medium","High",2700,20,"Late Summer","Shrub","Fall"
"273","BAPI","Baccharis pilularis","Yes","Moderate",3,"High","High","Medium",15000,10,"Spring","Subshrub","Spring"
"274","BAPI","Baccharis pilularis","Yes","Moderate",3,"High","High","Medium",15000,10,"Spring","Shrub","Spring"
"275","BASA4","Baccharis salicifolia","No","Rapid",10,"Low","Medium","Medium",18000,12,"Mid Spring","Shrub","Summer"
"276","BASA2","Baccharis sarothroides","No","Moderate",12,"High","None","Low",300,12,"Late Winter","Shrub","Spring"
"277","BARO","Bacopa rotundifolia","Yes","Slow",0,"None","None","High",11000,0,"Fall","Forb/herb","Spring"
"278","BARO","Bacopa rotundifolia","Yes","Slow",0,"None","None","High",11000,0,"Fall","Forb/herb","Summer"
"279","BARO","Bacopa rotundifolia","Yes","Slow",0,"None","None","High",11000,0,"Fall","Forb/herb","Fall"
"280","BASA3","Balsamorhiza sagittata","No","Moderate",2,"High","High","Medium",4800,14,"Late Spring","Forb/herb","Spring"
"281","BAVU2","Bambusa vulgaris","Yes","Rapid",50,"Medium","Low","Medium",300,24,"Indeterminate","Tree","Year Round"
"282","BAVU2","Bambusa vulgaris","Yes","Rapid",50,"Medium","Low","Medium",300,24,"Indeterminate","Subshrub","Year Round"
"283","BAVU2","Bambusa vulgaris","Yes","Rapid",50,"Medium","Low","Medium",300,24,"Indeterminate","Graminoid","Year Round"
"284","BEFE","Berberis fendleri","No","Slow",6,"High","Medium","Low",1200,16,"Mid Spring","Shrub","Spring"
"285","BETH","Berberis thunbergii","No","Moderate",6,"Low","None","Medium",700,18,"Late Spring","Shrub","Spring"
"286","BEAL2","Betula alleghaniensis","No","Slow",75,"Medium","Low","Medium",700,30,"Late Spring","Tree","Spring"
"287","BELE","Betula lenta","No","Moderate",60,"Medium","Low","Medium",700,28,"Late Spring","Tree","Spring"
"288","BENA","Betula nana","No","Moderate",3,"Medium","Medium","Low",1700,18,"Late Spring","Shrub","Summer"
"289","BENA","Betula nana","No","Moderate",3,"Medium","Medium","Low",1700,18,"Late Spring","Subshrub","Summer"
"290","BENI","Betula nigra","No","Rapid",70,"Low","Medium","High",700,20,"Mid Spring","Tree","Spring"
"291","BEOC2","Betula occidentalis","No","Rapid",25,"Low","High","High",700,20,"Mid Spring","Tree","Spring"
"292","BEOC2","Betula occidentalis","No","Rapid",25,"Low","High","High",700,20,"Mid Spring","Shrub","Spring"
"293","BEPA","Betula papyrifera","No","Rapid",70,"Low","High","High",700,24,"Mid Spring","Tree","Spring"
"294","BEPO","Betula populifolia","No","Rapid",25,"Medium","Medium","Low",1200,18,"Mid Spring","Tree","Spring"
"295","BEPU4","Betula pumila","No","Moderate",20,"Low","Low","Medium",2700,18,"Mid Spring","Shrub","Spring"
"296","BOPE2","Bothriochloa pertusa","Yes","Rapid",3,"High","High","Low",4800,12,"Indeterminate","Graminoid","Spring"
"297","BOVI","Botrychium virginianum","No","Moderate",1,"Low","High","Medium",4800,10,"Late Spring","Forb/herb","Spring"
"298","BRPI4","Bromelia pinguin","No","Moderate",4,"Medium","None","Low",2560,12,"Summer","Forb/herb","Summer"
"299","CAGI","Caesalpinia gilliesii","No","Slow",35,"High","None","Low",2700,12,"Early Spring","Tree","Summer"
"300","CAGI","Caesalpinia gilliesii","No","Slow",35,"High","None","Low",2700,12,"Early Spring","Shrub","Summer"
"301","CAGI","Caesalpinia gilliesii","No","Slow",35,"High","None","Low",2700,12,"Early Spring","Vine","Summer"
"302","CACA27","Cajanus cajan","No","Moderate",10,"High","Medium","Low",1600,16,"Indeterminate","Subshrub","Year Round"
"303","CACA27","Cajanus cajan","No","Moderate",10,"High","Medium","Low",1600,16,"Indeterminate","Shrub","Year Round"
"304","CABR","Calamagrostis breweri","No","Moderate",5,"None","High","High",7000,10,"Early Summer","Graminoid","Spring"
"305","CACA4","Calamagrostis canadensis","No","Moderate",5,"Low","Low","Medium",7000,16,"Late Spring","Graminoid","Spring"
"306","CACO71","Calamagrostis coarctata","No","Moderate",5,"Low","Low","Medium",7000,6,"Fall","Graminoid","Spring"
"307","CARU","Calamagrostis rubescens","No","Slow",3,"Low","Medium","Medium",18000,7,"Late Spring","Graminoid","Spring"
"308","CASTI3","Calamagrostis stricta ssp. inexpansa","No","Moderate",3,"Low","Medium","High",18000,7,"Late Spring","Graminoid","Spring"
"309","CASTS5","Calamagrostis stricta ssp. stricta","No","Moderate",3,"Low","Medium","High",18000,7,"Late Spring","Graminoid","Spring"
"310","CAER","Calliandra eriophylla","Yes","Moderate",3,"High","None","Low",1200,12,"Early Spring","Subshrub","Spring"
"311","CAER","Calliandra eriophylla","Yes","Moderate",3,"High","None","Low",1200,12,"Early Spring","Shrub","Spring"
"312","CAAM2","Callicarpa americana","No","Moderate",9,"Low","Medium","High",4800,16,"Early Summer","Shrub","Spring"
"313","CAIN2","Callirhoe involucrata","No","Moderate",1,"Medium","Low","Medium",11000,12,"Mid Spring","Forb/herb","Spring"
"314","CAPA52","Callitriche palustris","Yes","Rapid",1,"None","High","Medium",4800,8,"Spring","Forb/herb","Spring"
"315","CAPA52","Callitriche palustris","Yes","Rapid",1,"None","High","Medium",4800,8,"Spring","Forb/herb","Summer"
"316","CAPA52","Callitriche palustris","Yes","Rapid",1,"None","High","Medium",4800,8,"Spring","Forb/herb","Fall"
"317","CADE27","Calocedrus decurrens","No","Slow",100,"Medium","Low","Low",700,60,"Late Spring","Tree","Spring"
"318","CAMA5","Calochortus macrocarpus","No","Moderate",2,"High","Medium","Low",11000,8,"Mid Summer","Forb/herb","Summer"
"319","CAAN22","Calophyllum antillanum","No","Slow",65,"Medium","None","Low",700,40,"Late Spring","Tree","Spring"
"320","CAAN22","Calophyllum antillanum","No","Slow",65,"Medium","None","Low",700,40,"Late Spring","Tree","Summer"
"321","CAAN22","Calophyllum antillanum","No","Slow",65,"Medium","None","Low",700,40,"Late Spring","Tree","Fall"
"322","CAAN22","Calophyllum antillanum","No","Slow",65,"Medium","None","Low",700,40,"Late Spring","Shrub","Spring"
"323","CAAN22","Calophyllum antillanum","No","Slow",65,"Medium","None","Low",700,40,"Late Spring","Shrub","Summer"
"324","CAAN22","Calophyllum antillanum","No","Slow",65,"Medium","None","Low",700,40,"Late Spring","Shrub","Fall"
"325","CAPA5","Caltha palustris","No","Slow",2,"None","High","High",4800,8,"Mid Spring","Forb/herb","Spring"
"326","CALY2","Calycocarpum lyonii","No","Rapid",30,"Low","Low","Medium",300,12,"Late Spring","Vine","Spring"
"327","CAQU2","Camassia quamash","No","Moderate",2,"None","Medium","High",4800,10,"Mid Spring","Forb/herb","Spring"
"328","CASC5","Camassia scilloides","No","Moderate",2,"Low","Medium","Medium",4800,10,"Mid Spring","Forb/herb","Spring"
"329","CAAP2","Campanula aparinoides","No","Moderate",2,"Low","High","High",18000,8,"Late Spring","Forb/herb","Spring"
"330","CAAM18","Campanulastrum americanum","No","Rapid",6,"Low","None","Medium",11000,8,"Summer","Forb/herb","Spring"
"331","CAAM18","Campanulastrum americanum","No","Rapid",6,"Low","None","Medium",11000,8,"Summer","Forb/herb","Summer"
"332","CAAM18","Campanulastrum americanum","No","Rapid",6,"Low","None","Medium",11000,8,"Summer","Forb/herb","Fall"
"333","CARA2","Campsis radicans","No","Rapid",2,"High","High","Low",1700,14,"Summer","Vine","Spring"
"334","CABRB","Cardamine breweri var. breweri","No","Moderate",2,"None","Medium","Medium",4800,10,"Late Spring","Forb/herb","Spring"
"335","CABU3","Cardamine bulbosa","No","Rapid",1,"None","Medium","Medium",4800,10,"Mid Spring","Forb/herb","Spring"
"336","CACO6","Cardamine cordifolia","No","Moderate",2,"None","Medium","High",4800,8,"Late Spring","Forb/herb","Spring"
"337","CADO","Cardamine douglassii","No","Moderate",1,"None","Medium","High",4800,10,"Early Spring","Forb/herb","Spring"
"338","CAAB5","Carex abscondita","No","Slow",1,"Low","High","High",4800,6,"Late Spring","Graminoid","Spring"
"339","CAAL5","Carex albolutescens","Yes","Moderate",4,"Low","Medium","Medium",19000,16,"Spring","Graminoid","Spring"
"340","CAAM8","Carex amphibola","No","Moderate",2,"Low","High","Medium",4800,8,"Late Spring","Graminoid","Spring"
"341","CAAP3","Carex aperta","No","Moderate",2,"None","High","High",11000,14,"Early Spring","Graminoid","Spring"
"342","CAAQ","Carex aquatilis","Yes","Moderate",3,"Low","Low","High",4800,14,"Summer","Graminoid","Summer"
"343","CAAT2","Carex atherodes","No","Moderate",5,"Low","High","High",4800,8,"Late Spring","Graminoid","Spring"
"344","CAAT3","Carex athrostachya","No","Slow",2,"None","High","High",4800,8,"Late Spring","Graminoid","Spring"
"345","CAAT4","Carex atlantica","No","Moderate",2,"None","High","High",4800,12,"Late Spring","Graminoid","Spring"
"346","CAAU3","Carex aurea","No","Slow",1,"None","High","High",4800,8,"Late Spring","Graminoid","Spring"
"347","CABA7","Carex baileyi","No","Moderate",2,"None","High","High",4800,8,"Late Spring","Graminoid","Spring"
"348","CABE2","Carex bebbii","No","Moderate",3,"None","High","High",4800,8,"Late Spring","Graminoid","Spring"
"349","CABE3","Carex bella","No","Slow",2,"None","High","High",4800,8,"Late Spring","Graminoid","Spring"
"350","CABI3","Carex bicknellii","No","Moderate",3,"Medium","High","Low",4800,8,"Late Spring","Graminoid","Spring"
"351","CABI5","Carex bigelowii","No","Moderate",0,"Low","High","Medium",11000,6,"Mid Summer","Graminoid","Summer"
"352","CABL","Carex blanda","No","Slow",2,"Low","High","High",4800,8,"Spring","Graminoid","Spring"
"353","CABU5","Carex bushii","No","Slow",2,"Low","High","Medium",4800,8,"Mid Spring","Graminoid","Spring"
"354","CACA11","Carex canescens","No","Slow",2,"None","High","High",4800,8,"Late Spring","Graminoid","Spring"
"355","CACA12","Carex capillaris","No","Moderate",2,"Low","High","Medium",4800,6,"Late Spring","Graminoid","Spring"
"356","CACE","Carex cephalophora","No","Moderate",3,"Medium","High","Low",4800,8,"Late Spring","Graminoid","Spring"
"357","CACO8","Carex comosa","No","Slow",5,"Low","High","High",4800,8,"Mid Summer","Graminoid","Spring"
"358","CACO8","Carex comosa","No","Slow",5,"Low","High","High",4800,8,"Mid Summer","Graminoid","Summer"
"359","CACO8","Carex comosa","No","Slow",5,"Low","High","High",4800,8,"Mid Summer","Graminoid","Fall"
"360","CACR6","Carex crinita","Yes","Moderate",5,"Low","Low","Medium",10912,18,"Late Spring","Graminoid","Spring"
"361","CACR7","Carex cristatella","No","Moderate",3,"Low","High","High",4800,8,"Late Spring","Graminoid","Spring"
"362","CACR8","Carex crus-corvi","No","Moderate",3,"Medium","Low","Medium",4800,16,"Spring","Graminoid","Spring"
"363","CADE5","Carex debilis","No","Moderate",3,"None","High","High",4800,8,"Late Spring","Graminoid","Spring"
"364","CADE6","Carex decomposita","No","Rapid",4,"None","High","High",2700,12,"Late Spring","Graminoid","Spring"
"365","CADE9","Carex deweyana","No","Moderate",4,"Medium","High","Medium",4800,10,"Late Spring","Graminoid","Spring"
"366","CADI4","Carex diandra","No","Slow",3,"None","High","High",4800,8,"Late Spring","Graminoid","Spring"
"367","CADI6","Carex disperma","No","Moderate",2,"Low","High","High",4800,8,"Late Spring","Graminoid","Spring"
"368","CADO2","Carex douglasii","No","Slow",2,"Medium","High","Medium",4800,8,"Late Spring","Graminoid","Spring"
"369","CAEC","Carex echinata","No","Slow",2,"Low","High","High",4800,8,"Late Spring","Graminoid","Spring"
"370","CAEX4","Carex exserta","No","Slow",1,"High","High","Low",18000,8,"Late Spring","Graminoid","Spring"
"371","CAFI","Carex filifolia","No","Slow",1,"Medium","High","Low",4800,12,"Late Spring","Graminoid","Spring"
"372","CAFL3","Carex flaccosperma","No","Slow",1,"Low","High","High",4800,8,"Late Spring","Graminoid","Spring"
"373","CAFR3","Carex frankii","No","Slow",2,"Low","High","High",4800,9,"Late Spring","Graminoid","Spring"
"374","CAFR3","Carex frankii","No","Slow",2,"Low","High","High",4800,9,"Late Spring","Graminoid","Summer"
"375","CAFR3","Carex frankii","No","Slow",2,"Low","High","High",4800,9,"Late Spring","Graminoid","Fall"
"376","CAGE2","Carex geyeri","No","Slow",2,"High","High","Low",18000,10,"Late Spring","Graminoid","Spring"
"377","CAGL5","Carex glaucescens","Yes","Moderate",5,"Low","Low","High",4800,16,"Spring","Graminoid","Spring"
"378","CAGR2","Carex gracillima","No","Slow",3,"Low","High","Medium",4800,8,"Late Spring","Graminoid","Spring"
"379","CAGR3","Carex granularis","No","Slow",2,"Low","High","High",4800,8,"Mid Spring","Graminoid","Spring"
"380","CAGR5","Carex grayi","No","Slow",3,"Low","High","High",4800,8,"Late Spring","Graminoid","Spring"
"381","CAHA2","Carex halliana","No","Slow",2,"Low","Low","Medium",4800,8,"Late Spring","Graminoid","Spring"
"382","CAHE7","Carex hendersonii","No","Moderate",3,"Low","High","Medium",4800,12,"Late Spring","Graminoid","Spring"
"383","CAHY3","Carex hyalinolepis","No","Slow",4,"Low","High","High",4800,8,"Late Spring","Graminoid","Spring"
"384","CAIN11","Carex interior","No","Slow",2,"Low","High","High",4800,8,"Mid Spring","Graminoid","Spring"
"385","CAIN12","Carex intumescens","No","Moderate",3,"None","High","High",4800,8,"Late Spring","Graminoid","Spring"
"386","CAIN12","Carex intumescens","No","Moderate",3,"None","High","High",4800,8,"Late Spring","Graminoid","Summer"
"387","CAIN12","Carex intumescens","No","Moderate",3,"None","High","High",4800,8,"Late Spring","Graminoid","Fall"
"388","CAJO2","Carex joorii","No","Moderate",4,"None","High","High",2700,12,"Mid Summer","Graminoid","Spring"
"389","CAJO2","Carex joorii","No","Moderate",4,"None","High","High",2700,12,"Mid Summer","Graminoid","Summer"
"390","CAJO2","Carex joorii","No","Moderate",4,"None","High","High",2700,12,"Mid Summer","Graminoid","Fall"
"391","CAKO2","Carex kobomugi","Yes","Slow",1,"High","High","Low",11000,16,"Early Summer","Graminoid","Spring"
"392","CALA16","Carex lacustris","No","Rapid",5,"None","High","High",2700,12,"Late Spring","Graminoid","Spring"
"393","CALE8","Carex lenticularis","No","Moderate",2,"Low","High","High",4800,10,"Late Spring","Graminoid","Spring"
"394","CALE8","Carex lenticularis","No","Moderate",2,"Low","High","High",4800,10,"Late Spring","Graminoid","Summer"
"395","CALE8","Carex lenticularis","No","Moderate",2,"Low","High","High",4800,10,"Late Spring","Graminoid","Fall"
"396","CALEL3","Carex lenticularis var. lipocarpa","No","Moderate",3,"Low","High","Medium",4800,12,"Late Spring","Graminoid","Spring"
"397","CALE10","Carex leptalea","No","Moderate",2,"None","High","High",4800,8,"Late Spring","Graminoid","Spring"
"398","CALE11","Carex leptonervia","No","Moderate",2,"Low","High","Medium",11000,8,"Late Spring","Graminoid","Spring"
